EmbeddingDimension,RepitionIndex,TrainingFraction,TrainACC,TrainAUC,TestACC,TestAUC,Label
20,4,0.25,0.862312912940979,0.938027560710907,0.822314023971558,0.875452518463135,BLOSUM
20,3,0.25,0.999224901199341,0.999999403953552,0.772727251052856,0.83829653263092,BLOSUM
20,3,1,0.993898749351501,0.999480605125427,0.814049601554871,0.883580446243286,BLOSUM
20,3,0.5,0.986684560775757,0.998685538768768,0.809917330741882,0.877842962741852,BLOSUM
20,3,0.75,0.889057457447052,0.955255210399628,0.805785119533539,0.87466698884964,BLOSUM
20,2,0.25,0.982351899147034,0.99832808971405,0.768595039844513,0.841780066490173,BLOSUM
20,2,1,0.993456542491913,0.999370098114014,0.818181812763214,0.884775757789612,BLOSUM
20,2,0.75,0.831780970096588,0.907569527626038,0.793388426303864,0.861962974071503,BLOSUM
20,2,0.5,0.876931488513947,0.947958290576935,0.780991733074188,0.89071786403656,BLOSUM
20,5,0.75,0.995144128799438,0.999682784080505,0.801652908325195,0.853357017040253,BLOSUM
20,5,1,0.995503544807434,0.999597132205963,0.801652908325195,0.871866703033447,BLOSUM
20,5,0.5,0.996740698814392,0.999474048614502,0.842975199222565,0.889454364776611,BLOSUM
20,5,0.25,0.997833728790283,0.999942004680634,0.756198346614838,0.821938455104828,BLOSUM
20,1,0.5,0.995995402336121,0.999524116516113,0.822314023971558,0.862816751003265,BLOSUM
20,1,0.75,0.994263052940369,0.999576449394226,0.772727251052856,0.820572376251221,BLOSUM
20,1,1,0.995086193084717,0.999643564224243,0.805785119533539,0.865480422973633,BLOSUM
20,1,0.25,0.999205052852631,0.999953627586365,0.772727251052856,0.821357846260071,BLOSUM
